6:C 09 Oct 10:03:38.525 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
6:C 09 Oct 10:03:38.525 # Redis version=4.0.11, bits=64, commit=00000000, modified=0, pid=6, just started
6:C 09 Oct 10:03:38.525 # Configuration loaded
6:M 09 Oct 10:03:38.527 * No cluster configuration found, I'm 954cdc57c901694de9d4f31122b83fd0de042ff6
6:M 09 Oct 10:03:38.561 * Running mode=cluster, port=6379.
6:M 09 Oct 10:03:38.561 # WARNING: The TCP backlog setting of 511 cannot be enforced because /proc/sys/net/core/somaxconn is set to the lower value of 128.
6:M 09 Oct 10:03:38.561 # Server initialized
6:M 09 Oct 10:03:38.562 # WARNING overcommit_memory is set to 0! Background save may fail under low memory condition. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
6:M 09 Oct 10:03:38.562 # WARNING you have Transparent Huge Pages (THP) support enabled in your kernel. This will create latency and memory usage issues with Redis. To fix this issue run the command 'echo never > /sys/kernel/mm/transparent_hugepage/enabled' as root, and add it to your /etc/rc.local in order to retain the setting after a reboot. Redis must be restarted after THP is disabled.
6:M 09 Oct 10:03:38.562 * Ready to accept connections
6:M 09 Oct 10:13:19.284 # configEpoch set to 5 via CLUSTER SET-CONFIG-EPOCH
6:S 09 Oct 10:13:23.380 * Before turning into a slave, using my master parameters to synthesize a cached master: I may be able to synchronize with the new master with just a partial transfer.
6:S 09 Oct 10:13:23.380 # Cluster state changed: ok
6:S 09 Oct 10:13:23.608 * Connecting to MASTER 101.200.56.53:6393
6:S 09 Oct 10:13:23.608 * MASTER <-> SLAVE sync started
6:S 09 Oct 10:13:23.609 * Non blocking connect for SYNC fired the event.
6:S 09 Oct 10:13:23.611 * Master replied to PING, replication can continue...
6:S 09 Oct 10:13:23.618 * Trying a partial resynchronization (request 56b6ab0ecdfef9e6b349f796d44ada2fff4efba7:1).
6:S 09 Oct 10:13:23.622 * Full resync from master: 1500c43378c97bb6050ee89612dfac347debfab8:0
6:S 09 Oct 10:13:23.622 * Discarding previously cached master state.
6:S 09 Oct 10:13:23.704 * MASTER <-> SLAVE sync: receiving 176 bytes from master
6:S 27 Apr 19:05:40.159 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:41.182 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:42.206 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:44.042 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:45.269 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:46.091 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:47.090 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:47.924 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:48.953 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:49.752 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:50.546 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:51.349 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:52.179 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:53.195 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:05:54.203 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:00.425 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:00.686 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:01.145 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:01.965 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:02.959 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:08.792 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:09.044 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:09.492 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:20.202 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:20.464 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:20.909 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:21.548 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:22.192 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:27.959 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:28.383 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:28.809 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:34.285 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:34.559 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:34.824 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:35.081 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:35.342 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:35.601 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:40.913 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:41.520 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:51.877 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:57.160 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:57.601 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:58.234 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:06:58.671 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:03.998 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:04.633 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:05.057 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:11.562 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:21.601 # Bad message length or signature received from Cluster bus.
6:S 27 Apr 19:07:26.605 # Bad message length or signature received from Cluster bus.
6:S 28 Apr 10:33:48.648 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:24.846 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:25.847 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:27.041 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:27.659 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:28.867 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:29.714 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:45.602 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:46.629 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:47.627 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:48.647 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:49.648 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:50.273 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:51.270 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:52.274 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:53.071 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:53.902 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:54.735 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:55.568 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:56.393 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:57.224 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:58.244 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:17:59.442 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:00.240 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:06.282 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:06.539 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:06.988 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:07.429 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:08.029 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:13.868 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:14.131 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:14.381 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:25.063 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:25.528 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:25.947 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:26.578 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:26.838 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:32.230 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:32.665 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:33.092 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:38.566 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:38.820 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:39.268 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:39.690 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:40.120 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:40.574 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:46.046 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:46.306 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:18:56.922 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:02.661 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:03.096 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:03.524 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:03.955 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:09.452 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:09.714 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:10.152 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:14.609 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:24.653 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 02:19:29.652 # Bad message length or signature received from Cluster bus.
6:S 29 Apr 11:17:52.384 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:52.814 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:53.264 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:53.695 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:54.127 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:54.599 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:20:55.018 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:10.517 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:10.958 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:11.408 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:11.848 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:12.315 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:12.784 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:13.208 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:13.648 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:14.067 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:14.503 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:14.953 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:15.384 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:15.812 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:16.251 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:16.710 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:17.134 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:17.574 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:23.074 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:23.534 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:23.959 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:24.398 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:24.847 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:30.317 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:30.783 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:31.214 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:41.739 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:42.211 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:42.629 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:43.071 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:43.533 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:48.987 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:49.424 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:49.859 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:55.355 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:55.821 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:56.241 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:56.679 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:57.143 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:21:57.602 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:03.070 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:03.529 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:14.035 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:19.533 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:19.982 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:20.419 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:20.885 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:26.332 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:26.773 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:27.236 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:27.519 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:37.560 # Bad message length or signature received from Cluster bus.
6:S 03 May 17:22:37.629 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:11.947 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:12.375 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:12.804 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:13.241 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:13.690 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:14.121 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:29.610 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:30.044 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:30.474 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:30.910 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:31.379 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:31.803 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:32.236 # Bad message length or signature received from Cluster bus.
6:S 04 May 14:09:32.666 # Bad message length or signature received from Cluster bus.
